train_mAP,valid_mAP,train_acc,valid_acc,train_loss
0.5141357139010964,0.4685823251401425,0.5133437990580848,0.4560669456066946,1.030706246693929
0.5129813593949439,0.4674674581883942,0.5180533751962323,0.45188284518828453,1.029813043276469
0.5373104704701873,0.4918561359073016,0.5201465201465202,0.4602510460251046,1.0124439597129822
0.5137712097150787,0.47536482481513764,0.5232862375719518,0.4602510460251046,1.027342967192332
0.5518759208952793,0.4896613041601774,0.5347985347985348,0.5188284518828452,1.028466260433197
0.5503777602919433,0.4995836635390172,0.5421245421245421,0.4602510460251046,1.0219029784202576
0.5439932677102273,0.4822217229152113,0.522239665096808,0.4560669456066946,1.0162139892578126
0.5397963168083342,0.46716676471286844,0.5379382522239665,0.46443514644351463,1.0062034328778584
0.542090381093093,0.5022600041770109,0.5290423861852434,0.46443514644351463,1.0396768172581992
0.5378611843462738,0.48900889277227005,0.532705389848247,0.4560669456066946,1.0210585753122965
0.5558223291190336,0.4820097884122751,0.5457875457875457,0.46443514644351463,1.0038966337839763
0.5240113627385572,0.48390167150070673,0.5253793825222397,0.47280334728033474,1.0069321393966675
0.560008776568976,0.5105869094113794,0.5426478283621141,0.502092050209205,1.0067951361338296
0.5679416032569164,0.535348490115792,0.532705389848247,0.46443514644351463,1.016183892885844
0.5360184468288571,0.481306394616834,0.5180533751962323,0.4435146443514644,1.0067143837610881
0.5412482760239208,0.5216829960993538,0.543694400837258,0.4769874476987448,1.0120643337567647
0.5665764221117083,0.48429757277007446,0.5374149659863946,0.4435146443514644,1.0060279369354248
0.5627364594899426,0.49795654485283175,0.532705389848247,0.4309623430962343,0.9962366501490275
0.5317938742868044,0.47352173418360005,0.5201465201465202,0.4560669456066946,1.0176901340484619
0.5813533342184696,0.5090063871921949,0.5405546834118262,0.4895397489539749,1.0048732916514078
0.5653405151525427,0.501639676089956,0.5400313971742543,0.4769874476987448,0.9925581177075704
0.5514192001381798,0.49941255845121546,0.5363683935112507,0.4560669456066946,1.0038920919100442
0.5567380994479707,0.482283643112383,0.5368916797488226,0.4769874476987448,0.993143359820048
0.5767436551836773,0.5307896467761052,0.5478806907378336,0.4895397489539749,1.002459450562795
0.574961069445703,0.5331191674062086,0.5353218210361067,0.5062761506276151,0.9896703958511353
0.5848558199231897,0.5407898283621901,0.5531135531135531,0.48535564853556484,0.9910240968068441
0.5861632065078929,0.5021277127861277,0.54421768707483,0.4309623430962343,0.9930202007293701
0.5945222583034309,0.5237665808500482,0.5620094191522763,0.48535564853556484,0.9990004142125447
0.5542712100552007,0.5077108508448863,0.5363683935112507,0.4602510460251046,0.982087004184723
0.598395426175818,0.5410640590813532,0.5552066980638409,0.4895397489539749,0.9845269401868184
0.5577696940426797,0.46844182869512796,0.5347985347985348,0.42677824267782427,0.987329359849294
0.572205158499511,0.48860519367877525,0.5525902668759811,0.47280334728033474,0.9950204928716023
0.5829704034534932,0.4776209167442543,0.5421245421245421,0.4602510460251046,0.9828119993209838
0.5801479556592076,0.5028436603999915,0.510727367870225,0.4476987447698745,0.9914377371470133
0.6198516613193478,0.5443593824444151,0.5724751439037153,0.46443514644351463,0.9831085840861002
